id,Comment,Label
7216,Bro blur made bro thumbnail chee??,Gender
3798,mudeyara batte bichchisi idihampanakatte suthalu attadisi hadabeku bewarsi sooleyarige high court adesha dikkarisuvashtu duraahankarana modalu tc kottu oddu hodisi collegeninda avaramman kam jaathiguttidda randeyarannu,Violence
447,Nijavaglu nadedirodanna move madirodu viroda madavrella desha drohigalu,Religion
3470,Pakistan pudi pudi ????????????,Geo-political
6667,Shame on u meghana harish badlu neen hogbekittu,Others
4757,Lee Mallesh hell tindu eroo ninna yavanu beda anthare sole maganee,Gender
5796,40% bommai bjp tusssss pataki,Political
6215,Hindu Muslim godi mediai ivarige enu gottu,Religion
3938,hudgiranna yavatu nambedi sir hudgiru usaravalli tara,Violence
1702,Sidramullah bhodidike randimagane nimmna appanigehuttidiya,Gender
896,Thurk nan maklige ondhu virus kandu hidiyabeku,Violence
6758,Dagar sonu,Gender
5029,"ella janara hakku kitkonndre, racista state agatte ashte karnataka",Political
5044,"Kurubaagedru Evanege reservation eedaru govt kelasa seegade vokkaligara sahayadeenda accidental AHINDA CM aada eevanu.. Yto Jana reservationeelade Govt employee agee jevana sarthaka madekondedaree.. Eevanu duduu maderodu evanu makalana dedree gothaguthadee.. Yella wastebodygaleu eetara beleyodu..Evanu helo kathee bare bogus...samanya Janara jeevana bere swamy.. Karnatakadale Yto Ramaiah eedaree.. Yaru neentara Ella.. Yaru neentara Kiuruba antha helkondu beledela swamy.. Nenu Kuruba agee huteede Neena qualification.. Bereawarege compare madedree neenu yeenu badava alla bedree.. Neenudu hindideshada hybrid family....Evandu Mysore maharajaru Tara Pan India Maharajara level.. Yte aadaru evarugalu pan India golla,kuruba,dalitara bracketge seredava..",Political
2454,"<a href=""https://www.youtube.com/watch?v=QdUAOW1fvyk&amp;t=2m27s"">2:27</a> anchor be like &#39;adu avl hanebaraha&#39; ante????",Others
7083,dabba megana ellarigu assaya,Geo-political
876,Thika muccha lay,Gender
2003,Sonu Amma Sula munda,Gender
5348,Paapa harish <br>Thu ivalen hudgina naayi thu avalu uddara agalla,Gender
6257,Thikka muchuu muchuu avala tikkadalli avana tune,Gender
2350,Ley daver sonu gowdaa adu mannige anna alla adu nin thayina keya sule magle,Gender
5465,Sadane na ayyo karmavee..ha anchor ho ha dagaro .....??,Gender
5854,Dagar gella interview beka btv yav nashemadthare antha gothagthilla darag galuna bitti bere yarigadru interview madad bitti sayyi????,Others
2284,Ninn enu doddu sadane madirothara mathadthidiyalle edun yak thorustidiya fastafoll already ninnu fulll,Gender
2963,"ishtu davalatta ivlige, mentor madida punytma photo kodunindu ??",Religion
961,Nimma darma Dali saal hakoddu hoga bekedu helya yenro raddi maklya,Violence
5777,Dove rani preethi hesralli murder madidlu,Violence
2722,congress ge vote madidde tapp aytu ,Political
571,Leee bevarsi nimkinta aa madrasi gale eshto vasi,Gender
2183,Pratikara takolle beku,Gender
5004,Muslim âªï¸ turka suli malklege huttidiya bos d k,Religion
416,Huchu...munde..magane.....gothide..hogu.....ððð,Gender
3717,Dabba speaker ð¡ð¡,Gender
6482,Ahudhu ee kobbida handhi beedhi nayi sidramulla obba darma droohi ee yannu solisi manege kalisi jaihind,Gender
6962,Nachike agbeku nimabaige mannaka,Political
2394,Avluu shaaa.... Saadhane maadidaale thuu btv ge ishtuuu,Others
469,Pavithra ge Naresh aasti nodi aase ayta... <br>Naresh ge pavithra aunty aasti nodi aase ayta..<br><br>Fully confused. <br>Upendra song nenpu bantu.<br>Aasti nodi aase ayta...!!! <br>????????????,Political
1911,Pavithra aunty in few days Darshan avlna keytiro video release madtale ?? sule maga Darshan ge media TIKA HODIYODU guarantee ??,Gender
4285,"Darm darmakke benki, jati jati kalaha, yare satru hindu horatagara kole ankondu hindu muslim ra madya benki hacchuva kelasa dikkar e sarkarakke",Violence
3778,Yava loper gedru janagalge enu madtila,Gender
3479,Perfect slipper shot Vikas ?? IDU NINAGE BEKITTA MAGANE,Gender
6100,"Sir gottidru sulla nijana Andre agutta?muslimaru namma deshyada hindugalannu Modalu kondede moslimaru.nanthara avara darunagalu chithra himsheyagittu.<br>Ondu cinema andare nijavagi nadeda gatane kottiralla,adaralli 5or10%kottirthare satu mathrane nija sulla Andre agalla.yalla katu sathyane.",Religion
1103,"Vikas na kalsroo next season big boss ge, nakkan ivlge DOGGYY style allee  maadakidaanee",Gender
4153,Bosudi MUNDE RANDI,Gender
4650,Avanaman avanige bat Alli aghilla avnigeð,Violence
6233,Think madodhu yaak andhray ningay yakadhru janma kotno antha papa awrigay ennu yenen nodbeko e nanna kannugalali antha Nimma amma yochnay madthawaray ??????,Religion
169,Pakistan loudabad,Geo-political
6249,Yenne Congress Party Mudukaððððððð,Political
3978,"Brasta bjp,  west cm,   next cm,   badavara   ramayya",Political
7119,Lo mudka ninu manege hogi malkohogo ninge yako beku rajakiya ninu Hindu alla anttha artha agide Jai shri ram ð©,Religion
7268,Dagars gale tumbiro b tv??,Others
7414,Fixing madkoloke kakka colour team ankondirbeku.ð,Others
4496,. Ellaru jasti disa meriyak agalla.. ee attitude ella swalpa dina ashte,Religion
4062,Thikal budda vayassadre ayta en sadhane madidiya modi?,Political
5312,420Bjp evagladru uddara madi,Political
4772,A ugragamina saha ella kallinda hodidu sayisbeku ella uta kodade: avan prana dehavanna bittu hogodu avanige gottaga beku,Violence
467,Elru du chapli clean madsi avul htra,Violence
3011,En speaker neevu enri helthidira nachike agalva full state li matter hagiro matter bagge helilla andre matadodu bedva en sir neevu,Others
5296,"Rcb manegment ge heli avlge gate pass kodasbeku avlu madiddu tappu kelsa..,",Violence
4379,Congress Musalmanara Chamcha Muduka,Political
7040,"Useless CM, he doesn&#39;t kw anything what need to tell in budget speech. bere yavaranna baidre en bantu",Political
6810,tinnakke gati illa andru idakkeni kammi illa,Geo-political
6788,Saku mucho Le mathadidre Modi Modi anthira neevu state nalli enu kitthiddira antha heli,Political
7044,Ninu yava munde maga,Gender
2645,Fake news. Yaryaru antha helo.,Others
702,Jana bate akodu yenake manna mariyade goshkara  adre bate bechukondu  kunniyodalla ma,Violence
1268,Ninu vabha desh drohi,Religion
5583,Pinaraye Vijayan Avana Maga lane Talibanigalige Kottu Maduve Madisibitidane &amp; KL na Mantri Kuda Madidane Avana Magle Love-Jihad Aagirabekadree Innu KL na Islamic Republic aagodana Tadiyoke aaguta BJP For KL Andreea aastee Uligala Illa Andreea Karnataka ku Aapathu....??,Political
3878,Evale ondu doddu bogas enu evar family bayali pada ne bartila,Gender
5282,Dugar sundri saniya,Gender
6016,Mi &amp; CSK ban madi,Others
31,Yala chadigalu chandi chamundi aagi ivarannella kollu,Gender
431,Muchkond modlu decent agi irodanna kalutko over agi adbeda   nin enu cinema actress alla nin chennagidini anta helkoloke nine modlu galiju innu nin room na  clean agi itkotiya nin character na clean agi itko,Geo-political
5843,tu karma sonu natka adthavle?????????...,Gender
1973,Adikke vayasadamele buddi kadime aagutte andu nale Dina nimgu sersi Koch hakdaga gottagutte guru ivattinadu dabeda nale du du,Geo-political
3958,Nataka adoda bidrappa 97adi neeriddaga e matha,Gender
4303,Kerala next 20 years alli muslim state agatte,Religion
760,Huchu aswtanarayana,Gender
3908,I dagrn live karsiddu yaru avran  metttale hodibek,Violence
1437,Thuuu nin janmakke ee hengsu ivalige huttidala?,Gender
6915,@NAMMA TULUNAD Ennu yaru tukali gandhi,Geo-political
1862,Next yavanige sikathalo paapa aa nanmagnige yejalu eegin kaladalli na hudugiru yellaru avarannu nodbeku andkonde barthare munde maklu sari naavu nodithre kelthare ninge akka thangi elwa antha antha munderu ge hinge aagodu olledaythu ninu yenu hudugaru astu kilu andkondiddiya anubavisu ????????,Gender
7468,Nimma janmakke Benki hakka..interview  madokke yaru sikillwa ? Anchoring  madokke nachke agalwwa..thu kachada nayeegala ..,Violence
6842,"Bjp bhaktare,Karnataka file movie maadi Duddu maadkoli enenu nimatra kisiyakagala.",Political
967,NAMMA RCB KENAKI ULIDAVARILLA <br>BARI NAMMA RCB FANS HODEDE BIDATHVE JAI RCB,Violence
3128,Ninu ucha kano bavrsi uche kudi,Gender
5139,Le yene sadane madirodu bb hodre sadnene.????,Gender
4630,Chaiyi madaru deshana Alumadutha eradu. Stupid PM stupid plans,Political
1110,Brother nivu File The P.I.L. on against him...madi,Geo-political
6394,Sir evalu turki antha gothithu adukke nanu yavathu e chappar na abimanishilla   p v shindhu ??,Others
1706,Sonu lowda mentlu agbittavlhe ?????,Gender
7966,Mana maryade udya ninge bari Hana Hana Alva beku ninge,Political
2957,Speaker ivabba bjp chela,Political
5772,enta hudgirge chans kodbardu,Others
1289,Mukli muche chuul munde ??,Gender
6079,Wagah boly magane,Gender
756,Nim.avvan nodidre yaru chaddi bichhalla bidu...ur soole nim.avva,Gender
5438,"Gujrat files, 1992 files, mumbai files, sikh riots files yella barli hagadre, mass killings madadavrige vote haki sarkar dalli kursidavru humanity bagge matadridare thoo nim janmakke",Political
6572,????Loafer kacchada munde????,Gender
2748,inthor hing agbitre innu youth boys and girls hegirabeku.... naachikedu mundevu,Violence
6530,Yella news reporters T N Seetharam sir kaalu kelage nuggabeku. Kaliro janara kiwili blood barso bolimakla..ð,Others
2697,"Halkodo tayi ka hasu,  adanna tin neenu,  neenu manushya na, maha papi kanla  ivu nimm jatige idakke ellru hate madodo",Gender
2629,You all people who commenting still watching big boosð<br>Akkan first ban aagbeku ee show,Others
488,Neharu thapp madidare hag mad bardithu POK namage serr baku haarising yen ada yalli hoda udda heg nill sidru,Violence
56,Le dagaar sonu i phone 12,Gender
1491,@Manjunatha s g S ninna dummaboss ge  gottu avn en dabakidru avnu film out side Karnataka odalla antha ninnantha blind dumma abhimanies mathra nododu adikke hotte uri,Political
6997,Basavaraj bommai dkopa eg ninna kivigi hoovu ittidare Jana,Political
3382,Very good sir a gandu eshwarappa ge  mattu kodka ravi ge heli,Political
7532,ade matte Islam andre loudas. Mand ??chutiyas,Religion
2784,Ee turqas mele innu hatred jasti aytu ee naija kathe cinema nodi,Geo-political
7429,Ivlu taayi agoke nalayaku taayi  sari ididre ivlu.ige agta irlila,Gender
5261,Fake...thu Sule makla yen sigutte le nimage,Gender
7724,50 kke 50 Jana yodharanna bali togobeku,Violence
5708,Yaru support madlila siraj bai Ella support madididre chemagirthithu,Geo-political
6077,devru anta idre ningr satta melu Elli nemmadi kodade ietane,Gender
5957,Go VEGAN ?? Sulae Makla..<br>Watch atleast 1 of the below VEGAN Documentaries First and then talk about Consuming DAIRY PRODUCTS mamsa mamsa anta yak saytira,Geo-political
2486,yaru support madbedi saniya mirzzja ge kannadigare,Gender
5055,Alla kanro gube gala howdu aytu iga a bitta announu innu idane alva <br>Avnge punishment kodso riti enadru torsi ad bittu yavno obba mulla na kuruskandu avn keludre avn en eltane <br>A movie nodud mele elrugu buddi bandide munduk eg irbek anta <br>Adre pandit galge nyaya kodsouru yaru,Others
5553,yee tukali yen anta video madtiyaaaa????????,Others
7079,Third class nan maga anupak kher,Gender
3383,No matter about religion naveen ul haq na chachbeku bvc,Others
7346,Nimmouvan tullage Sabra tunni ikka,Gender
1809,Akbar hendathi yaaru randi magad erbahudu alwa,Gender
7746,Le lowdy siddu nin Sacha sule maga,Gender
5476,Haudu yella Govt institution nalli sharada lady photo pooje ee hijabu mathe stundsna happy  manasige Communal bithuva ABVP YELLA baan maadi ad bittu Gullenari buddi yella redy aaguthe,Political
1691,Psi scam giraki Ashwath narayana,Violence
836,Oddhu  olage haki,Gender
7824,Onduhenge.hethara.mathadbadi.yallru.thappu.madthare.adu.gothagalla<br>Sonu.mathdi.byskothalle.aste.,Religion
7917,Well said UT Khadar. Dr Aswasth Narayan yenne hodkond Bhashana maadodhu ansatthe. Kotyanthara Siddu abhimanigalu manassu maadidhare yella manthrigalu mane indha horage baroke aagalla. Naavella Siddanna avarie gowrava kottu summaniddheve,Religion
4706,namma deshadalle iddu Pakistan ge support maduva janarannu first gundittu kollo,Geo-political
1514,Iwla hesaru apavithra,Gender
8048,Adikarad ashe e CM ge akashmika CM,Political
6490,Full fake movie bro you are educated henge nambde bro 32000savira Andre ata na astu Janrege isi ge joint mado varge kendr sarkara genas kilta itta hage agidru sarkarada secret agency gal gamanakke bartir lilwa ondu agency nu report madilla ennu varge Film full Rss navar manasikate inda madirodu full fake????,Others
6155,Dabba hudugi.ivlan yaru nambanedi,Gender
6050,SHAL with mettu togond hodiri,Violence
1243,Hi dingri billi iphone alli video madu Changi irthue ninu troll agidiya alla adna ninu eno oscar award kedidiya alla antha ankobeda e nayi ninu bbk house ge ogidiya antha kotha aadmele nanu nan fav show ne nodke agthilla nine galiju .amma thai give respect and take respect in bb house nanu nin byke antha ne nin channel ID alli bandhu ugthidini ð¤¬ð¤¬ð¤¬ð¤¬ð¤¬ð¤¬,Others
1653,Ashwath Narayan is suleymagana,Gender
4078,Bycott bjp bjp baddi maklige odsi,Political
405,Rahul gandhi kuda prime ministre adre edhe tara madtane kalla family,Geo-political
6243,@Vishwanath G S odisoodaadare yaavaagale odisbahudittu..anthavaralla swalpa history kalithu baa,Religion
5911,Psi scam congress navaru madiddar anta nivu madtiddira Tu nim Janmakke.,Political
1099,Supreem mundhaa naanu yanu madodhakkagal handhaa kaalla rajakarni mosagara badimaaga hdk hdd yallaru,Gender
1350,Avanu chai mare gottilla vadhare neenu hudigiyara sex video madi mp agiddiy,Gender
6294,E darshan du delly ondu news irutallo thu,Others
5533,"First Sonu bigboss ge barodu ishta irlilla, bandadmele janara nambike na galiskoltaneno anta ankondidde, but isht dodda live show crore people&#39;s nodtirtare adru avlu ade buddi toristidale",Others
6060,Hey vatal nagaraj mudhuka yaru dhudu thakondu enjil mathu bidthithiya sulemaga 1st history noda handhi thikaganchili jasthi athrey berayartha thorso suleymaga kaveri nadhi yenu nin appantha bevarsi dhudu thakondu suley kelsa madthithi neenge kett saave barute aa thina elru happy<br>Thalaivar Velu Prabhakaran Pilla n Veerappan ellantha aadbeda one day u will be trashed badly u scoundrel basturds bitchs,Gender
3869,Sariyagi dhengdhe guru,Gender
3162,Gandu sule maklu eror yalla  nam BOSS nu 1  adana tadkoloke agtilla adke uri jasti,Gender
1881,"electionally siddana kivige hoo hidthare andukodidvi, adare munchrne ellaru hoovu itkondavare, congigalige eegale confirm agide",Political
686,Nimontullah BJP Andhra okay Congress Congress f*** you,Political
2776,Dagar family.nimma annan jote nu hinge malgidiya ansatte????,Gender
3262,Ammange respect kodama modlu... Amman kashta ammange gottu... Yaro ninna sakirbodu bt 9 month kashta patte boomige thandirodu ninna... Le first yengirbekuntha kalii amele mathadu.,Gender
4431,"Ananth Nag sir correct agi mathadavre,  Congress party ge manushyathva yilla",Political
516,Le thadaka rajakiya vishyavannu kuduka Nan Magne  Cenema ge compare madthiya.... nin film kannada bitree yavanu nodalla... muchkondu  bembala kodu ell ente hodedu hogu,Violence
6263,Public TV deshadrohi channel,Others
1373,Ley amma  collsali ejabu tagiri anta hetirodhu oky nivela manely edhu kalliri,Gender
1813,Slipper renali hodeyabeku...,Violence
2975,Manig anna thintara anthe ????,Gender
6772,Mooru bittoru urge doddoru ?? ural yar yen helidru care madalla ee dove rani????????,Violence
6790,Neenu hucch nan maga ð,Gender
283,Virat huchhana tara madtare,Gender
5793,"Boolimkla niv muckka hijab thagniii, kadik college hogge  education yan effect athillla",Political
3156,Thata ninge yakbeku evella...ninge puksete yavdo lastge mikerodu waste mamsa ke estondu mathadthiya.. urru byada anthete kad baa anthete.. Ytkotoure dhudu naa...sumne mamkallu jothe sukka anubavisu..,Religion
2999,Hu swamy avaru Anna tamandiru jataka cut madida mutton thikay heali nahu halal thintivi eeli fact yanapa andray halal certification gay dhood yak tagobeaku eeli nehu vishala hurdayadavaru antha healu yastu sari heali by the way I&#39;m t a bjp person,Political
1628,Cm  bomai navare nachike aagalava nimgage nim kaaladalli PSI hagarna aagide  thu nima  BJP government ge chapalli tokondi hodibeku,Violence
1254,ivardella aytu eega madrasis start madkondavre... beku anta sumne iddavaranna keralisis jati mata anta start madidarre..,Religion
7685,Chrtian schoolge kalsithiro appa amma evara mathu kelabeku egagale hardha hindu samsrukthi halagide.,Religion
104,Ivarella chaddi...<br>Tata nivu heliddu sari but yake ottaya adann kelri avrige<br>Otnalli mane kea antu kottidiya husharu ee rajyadalli entry sikkaytu innu enen nodbeko,Violence
1219,avaramman nagra havu kachha ee hengsige,Gender
3333,Stupid... Amma ge first respect kododu kali...nivu avlige thai agirodu durbagyaa amma...,Others
2304,"Le hogale muchicondu ello biharinava irbeku, hendtina bereyavan jote malagake bittu",Gender
3937,Sulemundera,Gender
2124,Nana maga muslmanara maga martham,Gender
6381,Ee darshan onthara Jnr Nalpad idange munde sachha Inde rowdy... He is destroying his own name N it shld condemned n he shld apologize for tht...,Geo-political
3585,Ivanobba uchasulemga buddhi ildava,Gender
7613,Good job bomaige yekavachanadale matanare yenu avanege mareyade alla,Gender
4184,War aglebeku sulemakla Pakistan nimge ayhey,Geo-political
305,Lokayuktha close madlilva sidda ð¡,Gender
5417,Jai sri ram <br>Bevarsi BABAR <br>Kothnanmaga AKBAR<br>JAI HINDU,Religion
316,Ley English baralla andre nettuge kannada mathadu yak eee thirpe shoki thuuu ninnaman,Gender
4259,Ebur hogi hal bavi beli,Geo-political
2425,Muslim ugragami soolemunde taliban ge tolguð¤§,Geo-political
6554,Bommayi ingineering padhavidhara dikeshi<br>Sslc  kotwal shishya. Adakke ekavachanadalli matadodu,Political
6535,Yen mental guru evlu aden douv madtale paa<br>Famous aagbeku antaa aase idre halavaaru daarigalive <br>Batte bichkondu video madodu vande alla adrinda maryade hogatte,Others
412,D J halli K G halliyalli nimma snehitharu Dalitha vekthi manege benki hacchidaaga ean maadthiddappa,Violence
6264,UT Khader ella jana kw enide ur proactive speech during CAA in Mangalore .,Political
64,Nehru madida yedavatininda indigu india novu anubavisutide,Geo-political
7738,Avanenu tode tattodu nanna jyothe Vada madoke heli...naanu gumtini,Violence
5984,Banda gulama gandhi gulama congress bolimaga,Political
5988,nachike illw,Political
6776,Evalge oot hakaourge nan Yakada,Violence
925,Intha hudganna miss madkondelle thu nin janmakke benki haka inthornella kainalli hodibaradu,Violence
1648,Le halaala hutida sule magane ninu bharat dli hutidiya aadre yudo mula nina amma na repe madi hutida papi kusu ninu,Gender
1553,Nim gandi mori and yeddi yard unnoke hogidare,Geo-political
5678,Brasta BJP ?? West CM ?? next CM badavara ramayya ??,Political
2990,"Nenne monne child nan maklella nam boss ge mathadtara gandu naveen, gandu gambirð",Gender
4953,Ayyo idu one video nin makke ishtakke hing adtavle.. Alloblu idale master in making bettale videos,Gender
663,Tamil janara character nodidira heng adtave baddetavubtandu,Gender
7481,Howdhamma.. thappagidhe. Nimdhe training ah nude agi bf jothege video maadodanna? Maadoke kellsa illdhe reels maadkond kuthkolo Trp goskara Inthaa dagaar galanna interview maadthirala..,Others
310,Sede sonu ??,Gender
8010,Bjp kpsc very fuck bosudi sule maga navaru kpsc bjp brastacharai galu bolimaklu,Political
6202,hucha Sule maga,Gender
875,"dboss all haters sulemakla nann tunne unni,, jai DBOSS ??",Gender
5566,yelli sixe agide ghandu muthalik <br>Ninnappa Modi modalena acust maadi arestu damm ideya,Political
4955,"Hi Arun badiger tukali nan magane neenu anchor aagiroke nalayaku kanno,yaradru mathadvaga interrupt madbeda.",Others
6273,Chi madaro  pm adre panchar hakoru  yenagtare anta nine tilko mukleppa,Political
856,Holagade olle gali hogli antha yakende<br>Narendra modina kandre bhaya,Political
950,ley child Sonu nina mukake,Gender
5842,3nu bitore ivagin kaladalli chennagirodu ..yav devru illa enu illa,Others
3391,Helalla andre menter inda kittu haaki ashte ganchali antha heltiralla hottaege tinnalla nihu muslim mahile antha bayee ge banda hage head line hakbeda digvijaya news hen maklige maryade kodod kaliri first nim kelahu news channels galige ganchali jasti aagide rajakiya nayakara support ide antha,Others
7849,"Khadar Yaa sha... chali nu bidsilla,bari olu kathe...",Geo-political
2829,AYYO EEE MUNDEGE ONDU HIJDA YARIVANU.....,Gender
1488,Thuuuu alkA bevarsi mundhe meghana....yentha olle hero Harish sir missss u lottttttttt ??,Gender
998,Modalu tayi ge gourava kodu tayi ashirvad illa Andre nin en madidru dustbin aste....,Gender
6253,Avru sagni tindidru avaga niv avrginna swalpa munde hogi helne tintidiri aste,Gender
7815,Ee sule maklu sabrugalge huttiroru,Gender
5316,Avra parent na Karso necessity irlilla nimge papa KARSI MARYADE TEGEYODA,Others
2462,Yar hoovu itkontare dtivi CM sayabre,Political
7584,Media dhavru thumbaa bele balkonthidhiraaa really shame,Others
7684,"Edu Sathya  , evarannu beru samrtha kitthu hakabeku",Gender
8053,dwesha rosha nimagashte alla ellarigu idde ide,Religion
1022,"MANDA,TUNNI,KADER,LOFARA,POLITICEN,E,BOLEMAGANIGI,KANNADA,KALI,LOFARA",Gender
914,Guru bere avrella sumne irlilwaa ivn maatra yak egradbekittu..avesh Khan ge rubtane anthane aache ittidare inna yav range irbeda,Others
5662,Thu nin janmake. Nettag kannda matadak agalla illenak sayak bandidiya,Gender
4359,Entha bevarsi  Pakistani yavalna modlu Karnatakadida kik out madro,Geo-political
179,40% Commition Tinlike Budget Mat Yenu Ella ð¤©ð¤©ð¤©ð¤©ð¤©,Political
15,"starting full top ge ogidlu  sakkath vikash bro ?? over acting alli sympsthi gittuskotole evulu Shilpa Sonu partners bidi bro , Este hugudre aste evarge , side business running erutte , BB enda professional tango business startup sonudhu?? kengeri mori",Others
5315,Hogo Nenaman sule magane.,Gender
7012,@AIO All In One nim ammma thull sakath bro,Gender
1860,Itna sal bigd giya ehi lugo ko arrest keu nehi kiya? Modiji Jindawaad,Gender
5771,Murka prajegalu thu nin mukakke,Gender
5053,Muslims  narameda  aithallaha  adakke  yara  kanniru bartha  illha,Religion
2610,mantri akkalu laxme 100 prsehntt kodbeku ee samajadalli,Violence
2248,YAvlu helidu nin cheengidy antha bosdike,Gender
7737,Yen guru naveen ul haq 1post ge 105000 comments boli maga satha hawa ????,Gender
2766,Bitre avr ammange hodiyo thara kanthidale,Violence
4328,frist avr appa amma na hudki avrge sari Ada shikshe kodi,Gender
2130,Thuuu ninna life alli ningu ade gati barutte kane nimmantavr irodrindane bere hudgirgu bele sigtilla bitch,Gender
6781,Ayyo ivalu innu boomi mele edala,Gender
6330,Ninge ithra nataka adoke Bartha ninge bhu,Gender
750,Sadne ????na .sadne madirorna bittu..yarno yarno heltha ediralla ??karma,Religion
7459,Sule maga naveen ð<br>Aduu nam king mundeee neee tikka nakra adtane,Gender
1027,Akka Gaand gaabari agodlu,Gender
3712,Hindu galu Ella nodtare amele congres vote haktare <br>Hindu galu Dongee no 1 viswas droha madtare <br>Hindu gale saree Ella <br>Muslim baibedee<br>Hindu galu Ella hindu alla swarthee<br>Hindu elrannu manbedee<br>Mosa madtare,Religion
4424,Eee Saab soolemakkklige boot ?? kalalli hodibeku,Violence
3550,Chaplili hodedange madidru supar bro,Violence
3946,Dagar dagar dam dam dagar dagar sule ??,Gender
6200,Thai namskara .. One mother like u is enough thu .. U also make one video n release Alva .. Yella are doing,Others
7483,E nan magunge vote hakbedi kamesha ivnu. <br>Kachidananmaga,Political
5810,Mooru bittolu,Gender
3328,Sule na karkond bandu olle chance kotre hinge hagodu.,Gender
1609,underworld don muttappa Rai du party ante guru,Political
4730,tu daridhra davaru,Geo-political
1291,Avlaa buddi ele gotagtaa ede.. Avlaa tayigene... Evlu maryade kodtaa elaa.. Avraa tayi mundene kal mele kalna akond kuthavle.. Thu ????,Gender
4679,E Congress sulimakle Tamil nadige niru bittidare,Political
7993,Don&#39;t take me wrong... A dharma Ond factory idd haage... Maklu madi terrorist madi...  Mataantara madi terrorist madi...  Education  kodisi terrorist madi...  En karma guru ivrdu. Yav devru heliddane ivrugalige,Religion
4308,@Pradeep Kumar Narayanappa Shiroorkar ninu handig huttid cross breadaa,Gender
6630,Le gubaldu 3 six vadidhre fixing antiya 5 ke 5 six vadidaga Rinku adu fixing alla nin yav Tara matadtidiyaleee bakra,Others
4149,"Hyy nin shaaa, bayyoddakke reason heltini Anta heli, namge gottiro vishyane heltidya alwa nachike agolwa ... mindri",Gender
4896,amma taayi ....elar maneli akka tangi amma idare adre nim magli tara duddige sikkidavrige torskondu tirgadalla..modli neev helirordna sari madkloli sulena hettbittu bereyavrige kai torsak hogbedi,Gender
6909,Nachike agbeku evr badukige,Political
3307,Hottige evaru uta madudilla ade madudadare satta enadameledudduarisuvaru sagani tinno muslimaru,Religion
2471,ella unite agi irbeku illa andre ee boli maklu nammanna namm desh dinda doora madtare,Violence
7732,"Ninanthavru bhoomige bhara, kannada kulakke avamana... Ley looosebadethade, ee video last month upload maadidhu, eega mathe repost maadidare",Political
5962,Samskruti kedsirodu Turki Nan maklu.  Ee ajja huttide waste .... Bega sayappa mudkappa,Gender
4360,"Sir,Yasin Malik and bitta karatee ebrunu galege yerusbeku",Violence
2831,Hogee chinali ee sule jati henmaklu deshankke maraka,Gender
2191,"Ivlanna Biggboss he kardidde hecchu,antadralli mic sari madkoli andiddakke big boss ge baitale????????",Gender
5648,Evl yaro loose erbeku ??papa avr amma,Gender
5236,Nan shaatak sama supreme court yaav sulemaga avnu judge aa sule makl en illi bandu nodidara . ??????,Gender
269,yaryaru responsible idakke avaranna punish madi,Geo-political
748,bolimaganige chappli tagondu badi beku,Violence
22,Shameless women shameless person thoooooo Nimma janmakke,Political
329,Speaker is bucket raja,Others
7916,"yaru saacha alla , annoke agalla neenu... neenu tappa madidiya , adakke bejar madkodu bittu samarthane madkoyiyala... matte bere janand bagge matadatiya.. namma karnatakadalli bahal Jana innocent idare... neenu tilkondiro Tara yellaru madalla",Others
661,Loper man bjp loper man bjp mla mp pm cm,Political
3652,Even she don&#39;t hve respect on her mother... Yappa etaranu eratta character... Trp ge yen bekidru madtira...,Others
7757,Nodri tv channel nali kuthiro anchor du and Sonu du battegalu nodri.. ashte yaake bicchidira.. innu poorthi bicchi kuthkondbidi. Sonu du second video ne beda. Idhe nodkothivi.,Others
7818,CM  bommai nin munche yav pakshadhalidhappa a pakshali agarana madi BJP ge ogi a pakshada mele thanike madthidhya nachike agbeku ninge,Political
5717,Avnna GOUNDIKE koullabahkou,Gender
3707,Edhella just election gimix aste... Jana edhanna artha madkobeku and evaga petrol 101 amele election gedhre 201 rs haguthe.... petrol diesel... gas rate yallanu amele dbeku........ evagale gas rate 1100 amele 2000 rs..... badavru yenu thagolokke hagolla erokku hagolla..... yantha pradhani....... sullina baravase pradhani.....,Political
4179,Naachike bitre heege irtaare... Thoo asahya,Violence
6419,@PUNEETH  nin thayidu ene comments edru nen gandusu edre nan bage helu gaandu ðªðª,Gender
3347,Ashwath Narayana nd avn thamma ebru lootikoooraru.. PSI scamist<br>Gaaaandugaluuuu,Violence
6147,ninu 5varsha edde peddaramayya ninu havige bandu mathadu thu 10kg akki kotru matadilla BJP ninu sayatha ediyalla,Political
4612,Muslim leaders yellidira swamy<br>Siddaramayya nimmantha lophar rajakaranigalindane hegella agtirodu,Religion
2118,"@Sinan Chinnu aa soolemaklige yake explain madtiri bro. Naayi baaala donku.. auru ene comment madli, saayli bidi auru.",Gender
372,Yeno heavy support madkond thumba hogultha idralla ivla kachada kithodh fans nodrappa nim mane hudgi na avra ammange yav range ge maryadhe kodthale antha . Innocent innocent ankondu thale mele hathi koorskoli Inna ?????? av lu avla fans yella kithodhavre,Others
4676,Mindri muduka Sule maga,Gender
6972,Avligi met metali odibeku,Violence
2291,Pralaya admeley thavu yel ulkothira sidaramaiahyanavare Badami yenu mangala grahadalideys. Dalitharege nev madiro mosa deyvru nimmana sumne bedalla. Nev andkondiro hagey congress niminda gelthu ankobeyda. Papi nenu,Political
